Animal_Name,Common_Name,Age_Class,Sex,Occurrence,Strand_Date,County,City,Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Status,Status_2,Disposition_Date,COD_List_Side,Diagnosis_List_Side
Christopher,California Sea Lion,Juvenile,Male,1,10/10/11,San Mateo,Pacifica,Linda Mar Beach,,37.601,-122.504,10/10/11,euthanasia,,11/28/11,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (acute)
Mongo,California Sea Lion,Adult,Male,1,10/30/11,Santa Cruz,Santa Cruz,Main Beach (Santa Cruz Boardwalk Beach),straight out from the Giant Dipper ride,36.9634,-122.0156,10/30/11,euthanasia,,11/5/11,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), human interaction"
Starbright,California Sea Lion,Adult,Female,1,11/8/11,Monterey,Moss Landing,Moss Landing State Beach,off of Jetty Road,36.817,-121.799,11/8/11,euthanasia,,11/10/11,"euthanasia, domoic acid toxicity (acute)","bad location, domoic acid toxicity (acute)"
Amber Moon,California Sea Lion,Adult,Female,1,11/12/11,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 5,35.067,-120.628,11/12/11,euthanasia,,11/17/11,"euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Giblet,California Sea Lion,Adult,Female,1,11/19/11,San Mateo,,Gazos Creek Access,between Franklin Point and Gazos Creek Beach,37.162,-122.365,11/19/11,euthanasia,,11/30/11,"euthanasia, carcinoma, domoic acid toxicity (chronic)","carcinoma, domoic acid toxicity (acute)"
Tannenbaum,California Sea Lion,Adult,Male,1,11/29/11,Monterey,Moss Landing,Moss Landing Harbor - North,Monterey Bay Kayaks boat dock,36.821,-121.802,11/30/11,released,,12/13/11,,domoic acid toxicity (acute)
Menorah,California Sea Lion,Adult,Female,1,11/30/11,San Luis Obispo,Avila Beach,,Diablo Canyon Power Plant intake road,35.205,-120.855,11/30/11,released,,12/13/11,,"bad location, domoic acid toxicity (acute)"
Rohatsu,California Sea Lion,Adult,Female,1,12/3/11,San Mateo,Montara,Montara State Beach,halfway between the north and south access points,37.552,-122.518,12/3/11,euthanasia,,12/7/11,"euthanasia, septicemia","domoic acid toxicity (acute), septicemia"
Wonders,California Sea Lion,Adult,Female,1,12/3/11,Monterey,Moss Landing,Salinas River State Beach,~600 meters south of the Monterey Bay Aquarium Research Institute,36.794,-121.797,12/3/11,released,,12/21/11,,domoic acid toxicity (acute)
Mikulas,California Sea Lion,Adult,Female,1,12/5/11,Monterey,Pacific Grove,Asilomar State Beach,close to Spanish Bay side of the beach,36.618,-121.95,12/5/11,released,,12/21/11,,domoic acid toxicity (acute)
Dancer,California Sea Lion,Juvenile,Male,1,12/9/11,Monterey,Moss Landing,Moss Landing State Beach,At the jetty near the fog horn,36.805,-121.792,12/9/11,euthanasia,,12/10/11,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Bumble,California Sea Lion,Subadult,Male,1,12/11/11,Santa Cruz,Watsonville,Pajaro Dunes (Sunset State Beach),"off West Beach Street, just past the last building",36.871,-121.832,12/11/11,released,,12/22/11,,domoic acid toxicity (acute)
Crupi,California Sea Lion,Subadult,Male,1,1/6/12,Monterey,Monterey,Macabee Beach,next to the Fishhopper Restaurant ,36.615,-121.894,1/6/12,euthanasia,,1/14/12,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Prudence,California Sea Lion,Adult,Female,1,1/26/12,San Mateo,Half Moon Bay,Roosevelt Beach,,37.4907,-122.4575,1/26/12,euthanasia,,1/28/12,"euthanasia, carcinoma",carcinoma
Hari,California Sea Lion,Adult,Male,1,2/10/12,Monterey,Seaside,"Monterey State Beach (Tioga, Seaside)",behind the hotel at the end of Canyon Del Rey Boulevard,36.615,-121.858,2/10/12,released,,2/17/12,,"trauma, domoic acid toxicity (chronic) (suspect)"
Farewell,California Sea Lion,Subadult,Male,1,4/28/12,Santa Cruz,Capitola,Capitola City Beach,"south of parking lot, between Capitola and New Brighton",36.962,-121.945,4/28/12,released,,5/10/12,,"domoic acid toxicity (acute), bad location"
Cinco D,California Sea Lion,Adult,Male,1,5/5/12,San Mateo,Princeton-by-the-Sea,Pillar Point Harbor,on main trail from parking lot to beach,37.5019,-122.4929,5/5/12,euthanasia,,5/22/12,"euthanasia, domoic acid toxicity (chronic)",pending
Akamai,California Sea Lion,Adult,Male,1,5/12/12,Santa Cruz,Santa Cruz,Santa Cruz Harbor,M Dock next to public launch,36.953,-122.003,5/15/12,died in treatment,,5/16/12,domoic acid toxicity (chronic),
Hobie,California Sea Lion,Adult,Female,1,6/23/12,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,interpretation trail just south of entrance,35.109,-120.637,6/23/12,died in treatment,,6/29/12,domoic acid toxicity (chronic),"domoic acid toxicity, bad location"
DOA,California Sea Lion,Adult,Female,1,6/30/12,San Luis Obispo,Los Osos,Montana de Oro State Park,"sand spit parking lot, walk down trail, then 200 yards north near water line",35.302,-120.876,6/30/12,DOA,,6/30/12,domoic acid toxicity (acute),
Karako,California Sea Lion,Yearling,Male,1,7/5/12,San Luis Obispo,Morro Bay,Morro Rock and Beach,20 ft east of giant rock,35.301,-120.87,7/6/12,euthanasia,,7/10/12,"euthanasia, renal failure, domoic acid toxicity (chronic)","malnutrition, renal failure, pneumonia"
Mabel,California Sea Lion,Adult,Female,1,7/22/12,San Luis Obispo,Morro Bay,Morro Bay State Park,end of Toro Creek Rd at waterline,35.2113,-120.879,7/22/12,died in treatment,,7/24/12,domoic acid toxicity (acute),domoic acid toxicity (acute)
Zeus,California Sea Lion,Adult,Male,1,7/23/12,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,"at mile marker 6.5, inside plover area",35.083,-120.636,7/23/12,died in treatment,,7/23/12,domoic acid toxicity (chronic),"unknown, bad location"
Ratchet Jaw,California Sea Lion,Adult,Male,1,7/28/12,Monterey,Moss Landing,Moss Landing Harbor - North,Seaharvest parking lot on gravel,36.8103,-121.7869,7/28/12,euthanasia,,8/29/12,"euthanasia, carcinoma","domoic acid toxicity (chronic), carcinoma, keratopathy"
Rama Mama,California Sea Lion,Adult,Female,1,7/30/12,Santa Cruz,Watsonville,Manresa State Beach,,36.929,-121.877,7/30/12,euthanasia,,7/31/12,"euthanasia, domoic acid toxicity (acute), cystitis",
Foggy Day,California Sea Lion,Subadult,Male,1,8/3/12,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Post 3,35.083,-120.636,8/3/12,released,,8/15/12,,"bad location, domoic acid toxicity"
Muddy Peterson,California Sea Lion,Adult,Female,1,8/3/12,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,post 2,35.092,-120.636,8/3/12,died in treatment,,8/4/12,domoic acid toxicity (chronic),bad location
Roshi,California Sea Lion,Adult,Female,1,8/4/12,San Luis Obispo,Cayucos,Cayucos State Beach,north of the pier,35.442,-120.909,8/4/12,euthanasia,,8/22/12,"euthanasia, domoic acid toxicity (chronic), septicemia, encephalitis",domoic acid toxicity (chronic)
Ennis,California Sea Lion,Subadult,Male,1,8/5/12,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Post 2,35.092,-120.636,8/5/12,died in treatment,,8/7/12,domoic acid toxicity (chronic),bad location
DOA,California Sea Lion,Adult,Male,1,8/6/12,Monterey,Monterey,Custom House Plaza (Monterey Harbor),,36.608,-121.888,8/6/12,DOA,,8/6/12,"domoic acid toxicity (chronic), trauma",
Real Fire,California Sea Lion,Adult,Female,1,8/7/12,Santa Cruz,Santa Cruz,Its Beach,South part of beach on the lighthouse steps,36.946,-122.026,8/7/12,died in treatment,,8/24/12,domoic acid toxicity (acute),"domoic acid toxicity, trauma (face)"
Shareef,California Sea Lion,Subadult,Male,1,8/7/12,Monterey,,Salinas River State Beach,Del Monte Ave exit,36.775,-121.7981,8/8/12,released,,9/20/12,,"trauma (eye), trauma (flipper), domoic acid toxicity (acute)"
Ki,California Sea Lion,Juvenile,Male,1,8/14/12,Santa Cruz,Aptos,Manresa State Beach,300 meters north of tressle at La Selva Beach,36.932,-121.881,8/14/12,released,,8/29/12,,domoic acid toxicity
Nui Wahini,California Sea Lion,Adult,Female,1,8/15/12,Santa Cruz,Aptos,Rio Del Mar Beach (Seacliff State Beach),south of cement boat,36.954,-121.906,8/15/12,released,,9/7/12,,domoic acid toxicity (acute)
Teapot,California Sea Lion,Juvenile,Male,1,8/17/12,San Luis Obispo,Avila Beach,Port San Luis,in front of kayak rental,35.168,-120.745,8/17/12,released,,8/29/12,,domoic acid toxicity (chronic)
Renesme,California Sea Lion,Adult,Female,1,8/19/12,San Luis Obispo,Cayucos,Cayucos State Beach,"1210 Pacific Avenue, near 5th and 6th Avenue ",35.437,-120.901,8/19/12,released,,9/7/12,,"domoic acid toxicity (acute), oil/tar"
Roddick,California Sea Lion,Juvenile,Male,1,9/9/12,San Luis Obispo,Pismo Beach,Pismo State Beach,south of Grand Avenue,35.122,-120.64,9/9/12,euthanasia,,9/10/12,"euthanasia, carcinoma, septicemia, gunshot","oil/tar, carcinoma, domoic acid toxicity (acute), trauma (neck)"
Clean Shores,California Sea Lion,Subadult,Male,1,9/15/12,Santa Cruz,Santa Cruz,Cowell Beach,far right end of beach near rock wall,36.953,-122.013,9/15/12,euthanasia,,10/11/12,domoic acid toxicity (chronic),domoic acid toxicity (acute)
Demi,California Sea Lion,Adult,Female,1,10/2/12,San Luis Obispo,Los Osos,Montana de Oro State Park,Sand Spit,35.306,-120.883,10/2/12,died in treatment,,10/3/12,"pneumonia, domoic acid toxicity (chronic)",
Pecan Pie,California Sea Lion,Adult,Female,1,11/10/12,Monterey,Moss Landing,Zmudowski State Beach,very north end on southern side of the mouth of the Pajaro River,36.84,-121.813,11/10/12,released,,12/3/12,,domoic acid toxicity (suspect)
Coral Elayne,California Sea Lion,Adult,Female,1,11/15/12,Monterey,Pacific Grove,Point Pinos,"right of trail, water side, right after coral",36.637,-121.922,11/15/12,released,,12/26/12,,"domoic acid toxicity (acute), oil/tar"
Stormy Sally,California Sea Lion,Adult,Female,1,11/17/12,Santa Cruz,Live Oak,Sunny Cove,East cliff and 23rd street,36.95,-121.987,11/18/12,released,,12/10/12,,domoic acid toxicity (acute)
Primrose,California Sea Lion,Adult,Female,1,11/18/12,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Post 7 1/2,35.053,-120.638,11/18/12,euthanasia,,11/21/12,"euthanasia, domoic acid toxicity (chronic), sharkbite","oil/tar, trauma (flipper), domoic acid toxicity (chronic)"
Vixen,California Sea Lion,Adult,Female,1,12/1/12,Monterey,Monterey,Monterey Harbor,on boat ramp near Harbormaster office,36.608,-121.888,12/2/12,died in treatment,,12/6/12,"pneumonia, septicemia, anesthesia, carcinoma",domoic acid toxicity (chronic)
DIT (Euth),California Sea Lion,Juvenile,Male,1,12/8/12,Monterey,Sand City,Seaside Beach (Monterey State Beach),"north end of hotel, 20 yards to water",36.615,-121.858,12/8/12,euthanasia,,12/8/12,"euthanasia, prolapse, domoic acid toxicity (chronic)",
Figgy Pudding,California Sea Lion,Adult,Female,1,12/12/12,San Mateo,Half Moon Bay,Poplar Beach,20 yards north of parking lot,37.457,-122.452,12/12/12,euthanasia,,12/20/12,"euthanasia, carcinoma",domoic acid toxicity
Carol,California Sea Lion,Pup,Male,1,12/13/12,Monterey,Carmel,Weston Beach,south end of beach,36.512,-121.947,12/13/12,euthanasia,,12/16/12,"euthanasia, pneumonia, domoic acid toxicity (chronic)",pneumonia
Missile Toe,California Sea Lion,Adult,Female,1,12/22/12,Mendocino,,Navarro River State Park,southernmost end of parking lot on beach,39.1858,-123.7612,12/22/12,released,,1/6/13,,"sharkbite, domoic acid toxicity (acute)"
Fury,California Sea Lion,Adult,Female,1,12/29/12,Monterey,Monterey,Del Monte Beach,near volleyball courts of Dennis Menace Park,36.606,-121.875,12/29/12,died in treatment,,1/5/13,"septicemia, domoic acid toxicity (chronic)","domoic acid toxicity, bad location"
Platypus,California Sea Lion,Adult,Female,1,1/3/13,Santa Cruz,Watsonville,Sunset State Beach,102-116 Shell Road,36.883,-121.839,1/3/13,died in treatment,,1/3/13,"domoic acid toxicity (chronic), pneumonia, carcinoma",
Sable,California Sea Lion,Adult,Female,1,1/17/13,San Luis Obispo,Cayucos,Cayucos Beach,steps between 11th and 12th Street,35.434,-120.897,1/17/13,euthanasia,,2/6/13,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Brass,California Sea Lion,Adult,Female,1,1/22/13,San Luis Obispo,Oceano,Oceano Dunes (Post 5),Post 5,35.066,-120.637,1/22/13,euthanasia,,2/5/13,"euthanasia, domoic acid toxicity (chronic)","bad location, trauma, domoic acid toxicity (chronic)"
Angus,California Sea Lion,Subadult,Male,1,1/27/13,Monterey,Monterey,Seaside Beach,50 yards north of Best Western,36.615,-121.858,1/27/13,released,,2/8/13,,domoic acid toxicity (acute)
Missile Toe (restrand),California Sea Lion,Adult,Female,1,1/28/13,Sonoma,Sonoma,,21900 Caneros Oak Lane,38.2566,-122.4399,1/28/13,euthanasia,,1/30/13,"euthanasia, domoic acid toxicity (chronic)","bad location, domoic acid toxicity (chronic)"
Lipari,California Sea Lion,Adult,Female,1,2/2/13,Monterey,Monterey,San Carlos Beach,stairs next to the coast guard jetty,36.611,-121.892,2/2/13,euthanasia,,2/22/13,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Cailey,California Sea Lion,Adult,Female,1,2/5/13,San Luis Obispo,Oceano,Oceano Dunes (Between 1&2),just south of Post 2,35.096,-120.636,2/5/13,euthanasia,,2/11/13,"euthanasia, domoic acid toxicity (chronic), blind",domoic acid toxicity (chronic)
Asilomar,California Sea Lion,Adult,Female,1,2/5/13,Monterey,Pacific Grove,Moss Beach,on beach nestled in rocks,36.618,-121.95,2/5/13,euthanasia,,2/5/13,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Fitz,California Sea Lion,Yearling,Unknown,1,2/6/13,Monterey,Monterey,Santa Rosalia Beach,,36.608,-121.888,2/6/13,died in treatment,,2/6/13,"domoic acid toxicity (acute), unknown",domoic acid toxicity (acute)
Candy Heart,California Sea Lion,Adult,Female,1,2/10/13,Monterey,Moss Landing,Salinas River State Beach,100 yards north of parking lot,36.774,-121.806,2/10/13,euthanasia,,2/25/13,"euthanasia, cardiomyopathy","malnutrition, domoic acid toxicity (chronic)"
Seville,California Sea Lion,Adult,Female,1,2/11/13,San Luis Obispo,San Simeon,Hearst Memorial State Beach,on south side of the pier 10 feet from wall,35.638,-121.186,2/11/13,released,,2/24/13,,"domoic acid toxicity, trauma (eye), abortion"
Cenglert,California Sea Lion,Adult,Female,1,2/28/13,San Luis Obispo,Oceano,Oceano Dunes (Between Post 5 & 6),,35.061,-120.637,2/28/13,died in treatment,,3/6/13,"domoic acid toxicity (chronic), cardiomyopathy","bad location, domoic acid toxicity"
Cyndy,California Sea Lion,Adult,Female,1,3/3/13,San Luis Obispo,Oceano,Oceano Dunes,"off Pier Ave, on beach to the left",35.105,-120.637,3/3/13,released,,4/3/13,,"bad location, domoic acid toxicity, cardiomyopathy"
Doug,California Sea Lion,Adult,Female,1,3/8/13,San Luis Obispo,,San Simeon Acres Beach,Near Frontage Road at the north end of hotel row. ,35.61,-121.15,3/8/13,euthanasia,,3/12/13,"euthanasia, domoic acid toxicity (chronic)","bad location, domoic acid toxicity, cardiomyopathy, trauma (eye)"
Princess Daisy,California Sea Lion,Adult,Female,1,3/8/13,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,North of Grand Avenue ramp,35.122,-120.64,3/8/13,euthanasia,,3/22/13,"euthanasia, cardiomyopathy, domoic acid toxicity (chronic)","bad location, domoic acid toxicity, cardiomyopathy"
Seville (restrand),California Sea Lion,Adult,Female,1,3/9/13,Monterey,Watsonville,,"319 Hudson Landing Road, in the middle of field on private property",36.8611,-121.7544,3/9/13,euthanasia,,3/14/13,"euthanasia, domoic acid toxicity (chronic)",
Fetus (Mother Bear),California Sea Lion,Fetus,Female,1,3/11/13,Monterey,,,,,,3/11/13,carcass,,3/11/13,abortion,
Mother Bear,California Sea Lion,Adult,Female,1,3/11/13,Monterey,Monterey,Custom House Plaza (Monterey Harbor),bottom of the stairwell,36.608,-121.888,3/11/13,released,,4/3/13,,"abortion, domoic acid toxicity"
Presidio,California Sea Lion,Adult,Female,1,3/11/13,Monterey,Pacific Grove,Point Pinos,"Oceanview and Coral Streets, between Lovers Point and Point Pinos",36.637,-121.922,3/11/13,euthanasia,,3/19/13,"euthanasia, domoic acid toxicity (chronic), cardiomyopathy","trauma (eye), domoic acid toxicity, trauma (flipper)"
Sea Lilly,California Sea Lion,Adult,Female,1,3/13/13,Santa Cruz,La Selva,Seascape Resort (Manresa State Beach),"End of cement path, 5 ft to the left",36.926,-121.873,3/13/13,died in treatment,,3/16/13,domoic acid toxicity (chronic),"bad location, pneumonia"
Reposo,California Sea Lion,Adult,Female,1,3/14/13,San Luis Obispo,Oceano,Oceano Dunes (Post 5),Post 5 1/2 at high tide line,35.066,-120.637,3/17/13,euthanasia,,4/3/13,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), bad location"
Damara,California Sea Lion,Adult,Female,1,3/16/13,Monterey,Monterey,Monterey Bay Aquarium,Under fish Hopper restaurant,36.618,-121.896,3/16/13,died in treatment,,3/17/13,domoic acid toxicity (chronic),
Miragold,California Sea Lion,Yearling,Female,1,3/17/13,Santa Cruz,Santa Cruz,Santa Cruz Municipal Wharf,by water edge by slide part of the water ride,36.953,-122.013,3/17/13,died in treatment,,3/18/13,domoic acid toxicity (chronic),
Brannik,California Sea Lion,Adult,Female,1,3/18/13,Monterey,Moss Landing,Moss Landing State Beach,near fog horn,36.813,-121.796,3/18/13,euthanasia,,3/29/13,"euthanasia, domoic acid toxicity (chronic), encephalitis",domoic acid toxicity
Lemuria,California Sea Lion,Adult,Female,1,3/30/13,San Luis Obispo,San Simeon,San Simeon State Beach,Washburn pullout day use area,35.594,-121.133,3/30/13,died in treatment,,3/31/13,domoic acid toxicity (chronic),
Banana Sam,California Sea Lion,Adult,Female,1,3/31/13,San Luis Obispo,Cambria,Shamel County Park,South on rocks,35.565,-121.113,3/31/13,euthanasia,,4/4/13,"euthanasia, domoic acid toxicity (chronic), pneumonia","domoic acid toxicity (chronic), malnutrition, cardiomyopathy"
Angus (restrand),California Sea Lion,Subadult,Male,1,4/5/13,Santa Cruz,Live Oak,Santa Cruz Harbor,Fuel dock in Santa Cruz Harbor (crows nest side),36.9635,-122.0015,4/5/13,euthanasia,,4/6/13,domoic acid toxicity (chronic),domoic acid toxicity (chronic)
Mother Bear (restrand),California Sea Lion,Adult,Female,1,4/14/13,San Mateo,Pescadero,Pescadero State Beach - South,southernmost path of beach,37.262,-122.417,4/14/13,euthanasia,,4/16/13,"euthanasia, domoic acid toxicity (chronic)",
Grey Wind,California Sea Lion,Adult,Female,1,5/25/13,Monterey,Pebble Beach,17 Mile Drive,off Bird Rock in front of bathrooms,36.591,-121.968,5/25/13,died in treatment,,5/28/13,"septicemia, endocarditis, domoic acid toxicity (chronic)","malnutrition, cardiomyopathy"
Sir Fenwin,California Sea Lion,Adult,Male,1,6/21/13,San Francisco,San Francisco,Baker Beach (Golden Gate National Recreation Area),In front of daily access parking lot,37.795,-122.484,6/21/13,euthanasia,,6/26/13,"euthanasia, encephalitis, septicemia, domoic acid toxicity (chronic), carcinoma","encephalitis, septicemia"
